English,Icelandic
troublemaker,leiðindagaur
trouble,trafala
trough,lægð
true Iceland lichen,fjallagrös
trunk,skotta
trust,fjárhald
trustworthy,ábyggilegir
trustworthy,áreiðanlegur
truth-conditional semantics,sannkjaramerkingarfræði
tub,bali
tube,hólkur
tuberculosis,berklar
tuberculosis,tæring
tube,rör
tub,ker
tufted puffin,topplundi
Tufted Vetch,Umfeðmingur
tuft,skúfur
tulip bulb craze,túlípanafárið
tumor,æxli
tumult,uppþot
Tunisia,Túnis
turbid,gruggugur
turf house,torfbær
turning point,tímamót
turn off,slökkva
turnover,bakkelsi
turnover,kruðerí
turnover,sætabrauð
turnover,velta
turns,vikið
turquoise,blágrænn
turquoise,grænblár
turquoise,túrkis
turquoise,túrkís
turquoise,túrkisblár
TVM,tímavirði peninga
twig,kvist
twin towns,vinabæir
twisted,brengluð
two-factor,tvíþættur
twopence,túskildingur
two-story,tvílyftur
Type I error,höfnunarmistök
Type II error,fastheldnismistök
types,gerðir
type,stíll
type,vélrita
typewritten,vélritað
UFO,FFH
ultra-processed foods,ofurunnum matvælum
unaffected,hispurslaus
unbound,óbundinn
unchanged,söm
unclassy,gálulegur
uncomfortable,óþægilegur
unconditional,afdráttarlaus
unconditional,skilyrðislaust
unconscious knowledge,ómeðvitað kunnátta
uncool,hallærislega
under applied,vanáætlað
undercosted,vanmetinn
undercosted,vanreiknaður
undercosted,vanreiknuð
undercover cop,leynilögga
undergo,þola
under lock and key,var bak við lás og slá
underlying cause,undirrótin
underlying form,baklæg gerð
under-resourced,gagnanaumur
understand,botna
understood,umsamin
under the covers,undir sænginni
underway,á prjónunum
undoubtedly,eflaust
undoubtedly,ugglaust
uneasy,órótt
unemployment advisor,handleðara
unequal payment schedule,ójafna greiðsluröð
unexpected good fortune,rúsínan í pylsuendanu
unfinished,ófullgerðar
unforgiving,langrækin
unidentified flying object,fljúgandi furðuhlutur
uniform,samkynja
unigram,eind
unigram,einstæða
uninhabitable,óíbúðarhæft
uninhibited,óheft
uninterrupted,samfleytt
unit level,einingastig
units,einingar
universal,sammannlegt
universal sensor,alneminn
universe,alheimur
University of Iceland,Háskóli Íslands
University of Iceland,Háskólinn
University Square,Háskólatorg
university square,HT
unkempt,úfinn
unknown word guesser,giskari
unpleasant,ógeðfelldur
unpleasant,óviðfelldinn
unpretentious,látlausri
unprompted,sisona
unqualified,vanhæfum
unreliable,óáreiðanlegt
unremitting,þrotlaus
unruly,vanstillt
unscrupulous,ófínn
unstressed,áherslulaus
unsubscribe,afskrá
unsupervised learning,óleiðbeint nám
unsupervised learning,viðgjafarlaust nám (helst ekki)
unsuspecting,grandlaus
unused production capability,ónýtt framleiðslugeta
unusual,sérstaka
unveil,afhjúpa
up against,upp við
up against,uppvið
upcoming,á döfinni
upheaval,umrót
upholster,bólstraðir
upkeep,viðhald
upper-class men,háaðalsmennirnir
uproarious,rokinn
upset,æstur
upset,truflun
upset,uppnám
urgency,sprengur
urn,ker
urology,þvagfæralæknisfræði
usability and interface design,nytsemi og viðmótshönnun
use,afnot
use as a reference,styðjast við
use as a source,styðjast við
use,gagna
use,hliðsjón
useless,fánýta
use,not
use of materials,efnisnotkun
user interface,notendaviðmót
user modeling,notendahönnun
user query,fyrirspurn notanda
usually,að jafnaði
usually,yfirleitt
utilize,nýttir
utterance,yrðingar
utterly,algerlega
utterly,alveg
utterly,fullkomlega
vacant,auður
vacant,tómur
vacate,rýma
vagabonds,farandlýður
valetudinarian,heilsulinur maður
valetudinarian,óhraustur
valour,hreysti
value-added tax (VAT),virðisaukaskattur
value,andvirði
value creation,virðissköpun
value,virði
value vs. cost,virðismat eigna
vanvirkni,dysfunction
variable cost,bk breytilegur kostnaður
variable costs,breytilegur kostnaður
variable indirect costs,breytilegur óbk
variable indirect costs,breytilegur óbk (óbein kostnaðar)
variance,dreifitala
variance,frávik
variances,frávik
variant,tilbrigði
variation,tilbrigði
various kinds,ýmsu tagi
vascular disease,æðasjúkdóm
vat,ker
vaulted ceiling,hvelfing
vault,hvelfing
vegetative growth phase,geldvexti
vehemence,ofsi
veil,blæja
vellum,bókfell
velvet,flauel
veneer,spónn
venerable,æruverðugu
veneration,lotningu
verbal agreement,samkomulag
verbal cues,munnleg merki
verbalize,fjölyrða
verbalize,orða
verdict,úrskurðar
verify,sannreynd
verify that,ganga úr skugga um
versions,gerðir
version,útgáfur
versus,á móti
versus,gegn
vertex,hnútur; punktur; grannhnútur
vertical,þverhníptur
very fat,spikaður
very,fjarska
very slowly,löturhægt
very steep,snarbröttu
vessel,ílát
vessel,ker
viaduct,dalbrú
victim,fórnarlamb
video file,myndbandsskrá
viewpoint,sjónarmið
vigilance,árvekni
vigor,fjör
viking squad,víkingasveit
villa,sveitasetur
violence,ofbeldi
violence,ofsi
Virgo,Meyja
virtual currency,sýndareigna
virtual currency,sýndarfé
virtual,sýndar-
visage,ásjónur
visage,ásýnd
visible,sýnilegan
visit,vitja
vitality,fjör
vitality,þróttur
vitamin,bætiefni
vitreous,glerkenndur
vocal organs,talfærin
voicemail,talskilaboð
voice recognition,raddkennsl
voice recognition,raddþekking
voice,rómur (usually used as a suffix)
voice user interface,raddstýrt notendaviðmót
volatile,ör
volcano,eldfjall
volcano,eldgos
volcano,gos
volley,dempa
volume,rúmmál
vowel,sérhljóð
v-sit,hávinkill
vulgar jokes,dónabrandarar
wait,bíða
wakefulness,andvökur
walkie-talkie,labbrabbtæki
walkie-talkie,talstöð
wall of cliffs,hamrabelti
walls instead of boundaries,veggir í stað marka
wander,flakka
wander,ráfa
wanted,eftirlýstur
warlock college,seiðskrattaskólanum
warp,skekkja
warranty,ábyrgð
war,styrjaldar
wash our hands of him,láta sigla sinn sjó
was in the mood,var í hamnum
wasp queen,geitungadrottning
wasting away,tærðist
wasting,tærst
watchfulness,árvekni
water bottle,brúsi
watercourse,farvegur
water level,vatnsborð
watermelon,melóna vatns
water's edge,flæðarmál
water source,vatnsból
water source,vatnslind
watery,vætusamt
watt,kerti
watt,vatt
waver,efasemdir
waver,skalf
wave,vinka
wax,bón
way,leið
weakling,aumingi
weakling,væskill
weak-mindedness,breyskleika
weak spot,bláþráður
weak spot,veikleiki
weak-willed,veiklundaðan
wealth wellbeing,efnahagur
wealthy,auðfýkingur
weary,aðframkominn
weary,luinn
weather conditions,veðrabrigði
web application,vefviðmót
web portal,mínar síður
web search engine,vefleitarvél
web search,vefleit
web user interface,vefviðmót
weft,ívaf
welcome,viðtöku
welfare ministry,velferðarráðuneytisins
well done,veldonn
well-established,gróinn
well rested,úthvíldur
well,vatnsból
wet snow avalanche,krapaflóð
what a sort of,hvílíkur
What does that tell us,Hvað segir þetta okkur
What exactly is being spoken about?,Hvað fjallar eiginlega um?
What is actually being discussed?,Hvað fjallar eiginlega um?
wheel,stýri
whiff,snefill
while,hríð
whiny,frekur
whisk,hrísla
whistle,blístra
whistleblower,uppljóstrari
whistle,gnauða
whistle,pípa
whistling,gnauðið
white trailer trash,hvítt hjólhýsapakk
white trash,hvítt hjólhýsapakk
whitewash,hvítþvo
whither,hvert
whittle,tálga
whole grain,heilkorna
wholesaler,heildsali
why,af hverju
why,hvers vegna
why,hví
wide-awake,glaðvaknaði
widen,breikka
wide open,galopinn
wide-ranging,víðtæk
wide,víður
wiggle,juða
wildcard character,algildisstafur
wilderness,óbyggðir
will be,verða
will come along,fellur til
willing,fús
will,muni
will,munu
willow,víðir
will,vilyrði
wimp,héri
wind noises,vindgnauð
window pane,rúða
wing,álma
winged,skjótur
wing,vængur
wingy,skjótur
wink,drap tittlinga
wino,róni
wipe out,afmá
wiper blades,þurrkublöð
WIP(work in progress),Vörur í vinnslu í byrjun tímabils
wire cutters,bítari
withdrawal,úttekt
withered,skrælnaður
withered,visinn
withered,visnaður
without falter,hnökrar
withstand,sporna við
wolf,úlfinn
womanizing,kvennafar
wonder,furða
wonder,undur
woodpecker,spæta
wood,viður
woof,ívaf
wool-like,ullarkennd
word embedding,orðagreyping
word embedding,orðaívefja
word errror rate,villutíðni orða
word formation,orðmyndun
word form,orðmynd
wordless from surprise,hvumsa
wordnet,orðanet
word processing tools,ritvinnsluforrit/-tól
word search,orðaleit
word sense disambiguation,einræðing orða
word sense disambiguation,merkingareinræðing
word sense,merkingarkjarni
word sense,merkingarsvið orða
word sense,merkingarþættir orða
word speech recogniser,stakorðagreinir
work,iðja
working budget,rekstraráætlun
work in process inventory,verk í vinnslu
work-in-progress,vörur í vinnslu
workmanship,frágang
workout,starfsemi
work report,verkskýrslur
work report,vinnuskýrslur
works,gangverk
worksheet,samræmingarblaði
work,unnar
work,verk
worldly existence,jarðlífinu
worldview,heimssýn
worldview,veraldarsýn
wormhole,ormagryfjuna
worry,kveið
worship,dýrkun
worth it,borgar sig
worth it,skila
worthless,einskis virði
worth,virði
wort,urt
wound,áverki
wrap,hjúpa
wretchedly,eyrmdarlega
wretchedness,eymd
wretchedness,volæði
wretch,óféti
wriggle,brölti
wriggle,sprikla
writ of execution,aðfarar
written language corpora,málheildir ritmáls
written language input,ritmálsílag
wuss,kisa
xanthan gum,xanthangúmmí
yardstick,mælikvarða
yarn needle,garnnál
yawn,geispa
yeah,je
year,árgangs
yearning,löngun
yearning,þrá
yeast,ger
yeast infection,sveppasýking
yet to arrive,ókominn
yield,afrakstur
yield,arðsemi
y-intercept,skurðpunktur
YMCA and YWCA,KFUM og KFUK
yoke,klafi
young adult,ungfó
youngest child,örverpi
young mens christian association,kristileg félög ungra manna
young stallion,foli
your,yðvart
youth,æska
youth,æskunnar
zeal,ákafi
Zeus,Seifur
zither,sítar
